snapshot_date,name,normalized_website,status,survival_score,signal_coverage,website,category
2026-04-22,Solari AI,usesolari.ai,Watchlist,49.2,0.57,https://www.usesolari.ai/,AI
2026-04-22,Centralize,usecentralize.com,Watchlist,47.3,0.43,https://www.usecentralize.com/,AI
2026-04-22,phospho,phospho.ai,Watchlist,49.2,0.57,https://phospho.ai,AI
2026-04-22,Firebender,firebender.com,Watchlist,47.3,0.43,https://firebender.com,AI Agents
2026-04-22,Aether,tryaether.co,Healthy,69.1,0.43,https://www.tryaether.co/,Go-to-Market AI
2026-04-22,Fuse,fuseinsight.com,Healthy,69.1,0.43,http://www.fuseinsight.com,Healthcare AI
2026-04-22,PandasAI,pandas-ai.com,Watchlist,47.3,0.43,https://pandas-ai.com,Data Infrastructure
2026-04-22,14.ai,14.ai,Likely Dead,44.6,0.57,https://14.ai,AI Agents
2026-04-22,Tamarind Bio,tamarind.bio,Healthy,69.2,0.57,https://www.tamarind.bio,AI
2026-04-22,Decipher AI,getdecipher.com,Watchlist,49.2,0.57,https://getdecipher.com,AI
2026-04-22,Respan,respan.ai,Thriving,93.8,0.57,https://respan.ai,AI
2026-04-22,Meticulate,meticulate.ai,Watchlist,47.3,0.43,https://meticulate.ai/,Go-to-Market AI
2026-04-22,Tusk,usetusk.ai,Watchlist,47.3,0.43,https://usetusk.ai,AI Agents
2026-04-22,TokenOwl,tokenowl.ai,Watchlist,49.2,0.57,https://tokenowl.ai,AI
2026-04-22,Ecliptor,ecliptor.ai,Watchlist,49.2,0.57,https://ecliptor.ai,AI
2026-04-22,Greenboard,greenboard.com,Healthy,65.4,0.57,https://www.greenboard.com,AI
2026-04-22,Eggnog,eggnog.ai,Healthy,73.8,0.57,https://www.eggnog.ai,Video AI
2026-04-22,Arini,arini.ai,Watchlist,55.4,0.57,https://www.arini.ai,AI
2026-04-22,AveryIQ,callavery.com,Watchlist,54.5,0.43,https://callavery.com,AI
2026-04-22,Agentic Labs,agenticlabs.com,Watchlist,47.3,0.43,https://agenticlabs.com,Design AI
2026-04-22,nCompass Technologies,ncompass.tech,Watchlist,54.5,0.43,https://www.ncompass.tech,AI
2026-04-22,Pretzel AI,withpretzel.com,Watchlist,47.3,0.43,https://withpretzel.com,AI
2026-04-22,Reducto,reducto.ai,Thriving,81.5,0.57,https://reducto.ai,AI
2026-04-22,Andon Labs,andonlabs.com,Watchlist,61.5,0.57,https://andonlabs.com/,AI Agents
2026-04-22,Poka Labs,pokalabs.com,Watchlist,47.3,0.43,https://www.pokalabs.com/,AI
2026-04-22,Nuanced,nuanced.dev,Watchlist,47.3,0.43,https://www.nuanced.dev/,AI
2026-04-22,Tracecat,tracecat.com,Watchlist,47.3,0.43,https://tracecat.com,Security AI
2026-04-22,Sonia,soniahealth.com,Watchlist,47.3,0.43,https://soniahealth.com,Healthcare AI
2026-04-22,Duckie,duckie.ai,Watchlist,47.3,0.43,https://duckie.ai/,AI
2026-04-22,Happenstance,happenstance.ai,Watchlist,61.5,0.57,https://happenstance.ai,AI Search
2026-04-22,Greptile,greptile.com,Healthy,70.9,0.43,https://www.greptile.com,Code AI
2026-04-22,ego,egoai.com,Watchlist,61.5,0.57,https://egoai.com,AI
2026-04-22,Legora,legora.com,Healthy,76.4,0.43,https://www.legora.com/,AI
2026-04-22,Scritch,scritchai.com,Watchlist,47.3,0.43,https://www.scritchai.com,AI
2026-04-22,DryMerge,drymerge.com,Watchlist,53.1,0.57,https://www.drymerge.com,Go-to-Market AI
2026-04-22,Navier AI,navier.ai,Healthy,76.4,0.43,http://navier.ai,AI Agents
2026-04-22,Upsolve AI,upsolve.ai,Watchlist,56.8,0.43,https://upsolve.ai/,AI
2026-04-22,Letterbook,letterbook.ai,Watchlist,47.3,0.43,https://www.letterbook.ai/,AI
2026-04-22,Orbio Earth,orbio.earth,Watchlist,54.5,0.43,https://www.orbio.earth/,AI
2026-04-22,jo,askjo.ai,Watchlist,49.2,0.57,https://askjo.ai,AI
2026-04-22,Tempo,tempo.new,Healthy,69.1,0.43,https://www.tempo.new,AI
2026-04-22,Cognitio Labs,cognitioiq.com,Watchlist,47.3,0.43,https://cognitioiq.com,AI
2026-04-22,truemetrics,truemetrics.io,Watchlist,49.2,0.57,https://www.truemetrics.io/,AI
2026-04-22,Wattson Health,wattsonhealth.com,Watchlist,47.3,0.43,https://www.wattsonhealth.com,Healthcare AI
2026-04-22,Morph,morphllm.com,Watchlist,61.8,0.43,https://morphllm.com,AI
2026-04-22,Nowadays,nowadays.ai,Watchlist,54.5,0.43,http://nowadays.ai/,AI
2026-04-22,Waldium,waldium.com,Watchlist,49.2,0.57,https://www.waldium.com/,AI
2026-04-22,Mocha,getmocha.com,Watchlist,54.5,0.43,https://getmocha.com,AI
2026-04-22,Simbie AI,simbie.ai,Watchlist,61.5,0.57,http://www.simbie.ai,AI
2026-04-22,AiSDR,aisdr.com,Watchlist,59.3,0.71,https://aisdr.com/,Go-to-Market AI
2026-04-22,Giga,giga.ai,Thriving,100.0,0.43,https://giga.ai/,AI Agents
2026-04-22,Inconvo,inconvo.com,Watchlist,49.2,0.57,https://inconvo.com,Data Infrastructure
2026-04-22,Roame,roame.travel,Watchlist,47.3,0.43,https://roame.travel/,AI Search
2026-04-22,dili,dili.com,Watchlist,47.3,0.43,https://www.dili.com,Security AI
2026-04-22,Webhound,webhound.ai,Watchlist,49.2,0.57,https://webhound.ai,AI
2026-04-22,Cair Health,cairhealth.com,Watchlist,45.4,0.57,https://www.cairhealth.com/,Healthcare AI
2026-04-22,Quill Bills,quillbills.com,Watchlist,49.2,0.57,https://quillbills.com,Healthcare AI
2026-04-22,Strada,getstrada.com,Watchlist,49.2,0.57,https://www.getstrada.com/,AI
2026-04-22,Minded,minded.com,Healthy,69.1,0.43,https://www.minded.com/,AI
2026-04-22,Terracotta AI,tryterracotta.com,Watchlist,54.5,0.43,https://tryterracotta.com,Code AI
2026-04-22,Cedalio,cedalio.com,Watchlist,49.2,0.57,https://cedalio.com/,AI
2026-04-22,Langdock,langdock.com,Watchlist,55.4,0.57,https://langdock.com,AI
2026-04-22,sudocode,sudocode.ai,Watchlist,54.5,0.43,https://sudocode.ai,AI
2026-04-22,Sweep,sweep.dev,Likely Dead,56.9,0.57,https://sweep.dev/,AI
2026-04-22,Silimate,silimate.com,Watchlist,55.4,0.57,https://www.silimate.com,AI
2026-04-22,Andromeda Surgical,andromedasurgical.com,Watchlist,49.2,0.57,http://www.andromedasurgical.com,AI Agents
2026-04-22,DisputeNinja,disputeninja.ai,Watchlist,47.3,0.43,https://www.disputeninja.ai,AI
2026-04-22,Baserun,baserun.ai,Likely Dead,13.3,0.43,https://baserun.ai,ML Infrastructure
2026-04-22,Sola,sola-solutions.com,Watchlist,52.3,0.57,https://www.sola-solutions.com/,AI
2026-04-22,Rankai,rankai.ai,Watchlist,47.3,0.43,https://rankai.ai/,AI
2026-04-22,Inlet,inletai.com,Watchlist,47.3,0.43,https://inletai.com,AI
2026-04-22,Slicker,slickerhq.com,Watchlist,47.3,0.43,https://www.slickerhq.com,AI
2026-04-22,Gleam,joingleam.com,Watchlist,47.3,0.43,https://joingleam.com,Healthcare AI
2026-04-22,sizeless,sizeless.co,Watchlist,47.3,0.43,https://www.sizeless.co,AI
2026-04-22,Continue,continue.dev,Likely Dead,56.9,0.57,https://continue.dev,AI
2026-04-22,Respaid,respaid.com,Watchlist,54.5,0.43,https://www.respaid.com,AI
2026-04-22,MediSearch,medisearch.io,Watchlist,55.4,0.57,https://medisearch.io,Healthcare AI
2026-04-22,Numen,numen.com,Watchlist,47.3,0.43,https://www.numen.com,AI
2026-04-22,Decoda Health,decodahealth.com,Watchlist,61.5,0.57,https://decodahealth.com/,Healthcare AI
2026-04-22,Skyvern,skyvern.com,Watchlist,54.5,0.43,https://www.skyvern.com/,AI Agents
2026-04-22,Rocketeer,rocketeer.build,Watchlist,49.2,0.57,https://rocketeer.build,Code AI
2026-04-22,Serra,serra.io,Healthy,66.9,0.57,https://www.serra.io/,AI
2026-04-22,Arcimus,arcimus.com,Watchlist,49.2,0.57,https://www.arcimus.com/,AI
2026-04-22,Bronco AI,bronco.ai,Watchlist,54.5,0.43,https://www.bronco.ai/,Design AI
2026-04-22,Venta AI,getventa.ai,Watchlist,47.3,0.43,https://www.getventa.ai,Go-to-Market AI
2026-04-22,Alguna,alguna.com,Watchlist,54.5,0.43,https://alguna.com,AI
2026-04-22,SID,sid.ai,Watchlist,49.2,0.57,https://www.sid.ai,AI
2026-04-22,Spine AI,getspine.ai,Watchlist,54.5,0.43,https://www.getspine.ai,AI
2026-04-22,CORE,getcore.me,Healthy,69.1,0.43,https://getcore.me,AI
2026-04-22,Talc,talc.ai,Watchlist,64.1,0.43,https://talc.ai,Healthcare AI
2026-04-22,OpenTools,opentools.com,Watchlist,47.3,0.43,https://opentools.com,ML Infrastructure
2026-04-22,Readily,readily.co,Watchlist,49.2,0.57,https://readily.co,Security AI
2026-04-22,Pointhound,pointhound.com,Watchlist,47.3,0.43,http://www.pointhound.com,AI
2026-04-22,Diligent,godiligent.ai,Healthy,67.7,0.57,https://godiligent.ai,Security AI
2026-04-22,Sohar Health,soharhealth.com,Watchlist,49.2,0.57,https://www.soharhealth.com,Healthcare AI
2026-04-22,Elyos AI,elyos.ai,Watchlist,59.2,0.57,https://www.elyos.ai/,AI
2026-04-22,Clearest Health,clearesthealth.com,Watchlist,51.5,0.57,https://clearesthealth.com/,Healthcare AI
2026-04-22,Reworkd,reworkd.ai,Watchlist,47.3,0.43,https://reworkd.ai,Data Infrastructure
2026-04-22,Kino AI,kino.ai,Watchlist,61.5,0.57,https://kino.ai,Video AI
2026-04-22,kapa.ai,kapa.ai,Watchlist,47.3,0.43,https://www.kapa.ai,AI
2026-04-22,Vaero,vaero.ai,Watchlist,45.4,0.57,https://vaero.ai,AI
2026-04-22,Yuma AI,yuma.ai,Watchlist,53.1,0.57,https://yuma.ai,AI Agents
2026-04-22,Automat,runautomat.com,Healthy,76.4,0.43,https://www.runautomat.com/,AI
2026-04-22,Adri AI,getadri.ai,Watchlist,47.3,0.43,https://www.getadri.ai/,AI
2026-04-22,Vendora,vendora.io,Watchlist,45.4,0.57,https://www.vendora.io/,AI
2026-04-22,Type,type.ai,Healthy,67.7,0.57,https://type.ai,AI
2026-04-22,Metal,metal.ai,Healthy,69.1,0.43,https://metal.ai/,AI
2026-04-22,Pier,pier-finance.com,Healthy,68.2,0.43,http://www.pier-finance.com,Security AI
2026-04-22,Benchmark,withbenchmark.com,Healthy,69.1,0.43,https://withbenchmark.com/,AI
2026-04-22,rex.fit,rex.fit,Watchlist,49.2,0.57,https://www.rex.fit,AI
2026-04-22,Berry,berryai.com,Healthy,69.1,0.43,https://berryai.com/,AI
2026-04-22,Decohere,decohere.ai,Watchlist,47.3,0.43,https://decohere.ai,AI
2026-04-22,CorgiLabs,corgilabs.ai,Watchlist,55.4,0.57,https://www.corgilabs.ai,AI
2026-04-22,Coldreach,coldreach.ai,Watchlist,47.3,0.43,https://coldreach.ai/,AI
2026-04-22,SuperKalam,superkalam.com,Healthy,69.2,0.57,https://superkalam.com,AI
2026-04-22,CombineHealth,combinehealth.ai,Watchlist,55.4,0.57,https://www.combinehealth.ai/,AI
2026-04-22,Hippo Scribe,gethipposcribe.com,Watchlist,49.2,0.57,https://gethipposcribe.com,AI
2026-04-22,Finic,finic.ai,Watchlist,47.3,0.43,https://www.finic.ai,AI
2026-04-22,Shortbread,shortbread.ai,Healthy,67.7,0.57,https://www.shortbread.ai/,AI
2026-04-22,Boundary,boundaryml.com,Watchlist,61.5,0.57,https://www.boundaryml.com,AI
2026-04-22,222,222.place,Watchlist,61.8,0.43,https://222.place,AI
2026-04-22,1stCollab,1stcollab.com,Watchlist,47.3,0.43,https://1stcollab.com/,Go-to-Market AI
2026-04-22,Orchid,orchid.health,Watchlist,54.5,0.43,https://orchid.health,Healthcare AI
2026-04-22,Truewind,trytruewind.com,Healthy,76.4,0.43,https://www.trytruewind.com,AI
2026-04-22,Velos,tryvelos.com,Watchlist,47.3,0.43,https://www.tryvelos.com,AI
2026-04-22,Iliad,iliad.ai,Healthy,67.7,0.57,https://iliad.ai,AI
2026-04-22,co.dev,co.dev,Watchlist,47.3,0.43,https://co.dev/?ref=YC,AI
2026-04-22,DataSuite,truthsuite.com,Watchlist,54.5,0.43,https://truthsuite.com,AI
2026-04-22,No Cap,nocap.so,Watchlist,47.3,0.43,https://www.nocap.so,AI
2026-04-22,Gooseworks,gooseworks.ai,Watchlist,47.3,0.43,https://gooseworks.ai/,AI
2026-04-22,Cosine,cosine.sh,Watchlist,61.5,0.57,http://www.cosine.sh,AI
2026-04-22,PoplarML,poplarml.com,Likely Dead,17.1,0.29,http://poplarml.com,AI
2026-04-22,infra.new,infra.new,Watchlist,54.5,0.43,https://infra.new,AI Agents
2026-04-22,Gluetrail,gluetrail.com,Likely Dead,17.1,0.29,https://www.gluetrail.com,AI
2026-04-22,JustPaid,justpaid.ai,Thriving,87.7,0.57,https://www.justpaid.ai,AI
2026-04-22,Narrative,trynarrative.com,Likely Dead,44.6,0.57,https://www.trynarrative.com/,AI
2026-04-22,Versive,getversive.com,Watchlist,49.2,0.57,https://www.getversive.com/,AI
2026-04-22,Glass Health,glass.health,Watchlist,53.1,0.57,https://glass.health,Healthcare AI
2026-04-22,Double – Coding Copilot,double.bot,Watchlist,54.5,0.43,https://double.bot,AI
2026-04-22,Ohm,ohm.ai,Watchlist,64.1,0.43,https://www.ohm.ai,AI
2026-04-22,Pair AI,pairai.com,Watchlist,47.3,0.43,https://www.pairai.com/,Video AI
2026-04-22,Backdrop,joinbackdrop.com,Watchlist,49.2,0.57,https://www.joinbackdrop.com,AI
2026-04-22,Latent,latenthealth.com,Healthy,77.7,0.57,https://latenthealth.com,Healthcare AI
2026-04-22,Concourse,concourse.co,Thriving,83.6,0.43,https://concourse.co/,AI
2026-04-22,Novelcare,novel.care,Watchlist,47.3,0.43,https://www.novel.care,Healthcare AI
2026-04-22,Rollstack,rollstack.com,Watchlist,61.5,0.57,https://www.rollstack.com,Data Infrastructure
2026-04-22,Linum,linum.ai,Watchlist,49.2,0.57,https://www.linum.ai/,Video AI
2026-04-22,Reflex,reflex.dev,Healthy,71.5,0.57,https://reflex.dev,AI
2026-04-22,StackAI,stack-ai.com,Watchlist,61.8,0.43,https://www.stack-ai.com,AI
2026-04-22,Chima,withchima.com,Watchlist,54.5,0.43,https://www.withchima.com/,AI
2026-04-22,Unify,unify.ai,Healthy,67.7,0.57,https://unify.ai,AI
2026-04-22,Gander,usegander.com,Pivoted / Absorbed,44.7,0.71,https://usegander.com,AI
2026-04-22,Thyme,meetthyme.com,Pivoted / Absorbed,64.6,0.57,https://www.meetthyme.com/,AI
2026-04-22,Remade,remade.ai,Pivoted / Absorbed,60.7,0.71,https://www.remade.ai/?utm_source=YC&utm_medium=YC&utm_campaign=YC_profile&utm_content=YC_profile,Design AI
2026-04-22,Arcane,rohanmehta.com,Pivoted / Absorbed,45.3,0.71,https://www.rohanmehta.com/,AI
2026-04-22,Resonance,useresonance.com,Pivoted / Absorbed,64.6,0.57,https://www.useresonance.com/,Go-to-Market AI
2026-04-22,Speck,speck.sh,Pivoted / Absorbed,51.3,0.71,https://speck.sh,AI
2026-04-22,StarJar,starjar.io,Pivoted / Absorbed,22.2,0.43,https://www.starjar.io/,AI
2026-04-22,OpenPipe,openpipe.ai,Pivoted / Absorbed,52.3,0.57,https://openpipe.ai/,AI
2026-04-22,Autotab,autotab.com,Pivoted / Absorbed,48.0,0.71,https://autotab.com,AI
2026-04-22,FlowiseAI,flowiseai.com,Pivoted / Absorbed,51.3,0.71,https://flowiseai.com,AI
2026-04-22,Inari,useinari.com,Pivoted / Absorbed,53.3,0.71,https://useinari.com,AI
2026-04-22,Pincites,pincites.com,Pivoted / Absorbed,64.0,0.71,https://www.pincites.com/,Legal AI
2026-04-22,Deasy Labs,deasylabs.com,Pivoted / Absorbed,52.3,0.57,https://www.deasylabs.com/,AI
2026-04-22,Xeol,xeol.io,Pivoted / Absorbed,53.3,0.71,https://www.xeol.io/,AI
2026-04-22,DAGWorks Inc.,dagworks.io,Pivoted / Absorbed,52.3,0.57,https://www.dagworks.io/,AI
2026-04-22,Fintool,fintool.com,Pivoted / Absorbed,52.3,0.57,https://www.fintool.com/,AI
2026-04-22,Booth AI,booth.ai,Pivoted / Absorbed,30.8,0.57,https://booth.ai,AI
2026-04-22,Langfuse,langfuse.com,Pivoted / Absorbed,76.9,0.57,https://langfuse.com,ML Infrastructure
2026-04-22,Nuntius,nuntius.ai,Likely Dead,40.0,0.57,https://www.nuntius.ai,AI
2026-04-22,Zeroframe,zeroframe.ai,Likely Dead,40.0,0.57,https://zeroframe.ai,AI
2026-04-22,Invaria,invaria.com,Likely Dead,46.2,0.57,https://invaria.com,AI
2026-04-22,Lumona,lumona.ai,Likely Dead,18.0,0.71,https://www.lumona.ai,AI Search
2026-04-22,Thorntale,thorntale.com,Likely Dead,40.0,0.57,https://thorntale.com,AI
2026-04-22,Abel,tryabel.com,Likely Dead,46.2,0.57,https://www.tryabel.com,Legal AI
2026-04-22,Toolify,toolify.sh,Likely Dead,46.2,0.57,https://toolify.sh,AI
2026-04-22,Engines,engines.dev,Likely Dead,58.7,0.71,https://engines.dev,Code AI
2026-04-22,Quary,quary.dev,Likely Dead,13.3,0.43,https://www.quary.dev,Analytics
2026-04-22,RadMate AI,radmate.ai,Likely Dead,13.6,0.57,https://www.radmate.ai,AI
2026-04-22,Lantern,lantern.dev,Likely Dead,42.7,0.71,http://lantern.dev,AI
2026-04-22,Kips Health,kips health,Likely Dead,13.3,0.43,,Healthcare AI
2026-04-22,Movley,movley.com,Likely Dead,46.2,0.57,https://movley.com/,AI
2026-04-22,Vizly,vizly.fyi,Likely Dead,13.3,0.43,https://vizly.fyi,Data Infrastructure
2026-04-22,Lysto,lysto.ai,Likely Dead,44.7,0.71,https://lysto.ai/,AI
2026-04-22,GreenTally,greentally.ai,Likely Dead,40.0,0.57,https://www.greentally.ai,AI
2026-04-22,Atla,atla-ai.com,Likely Dead,21.8,0.57,https://www.atla-ai.com/,AI
2026-04-22,Branch AI,branch-ai.com,Likely Dead,15.4,0.57,https://www.branch-ai.com,AI Search
2026-04-22,Interlock,tryinterlock.com,Likely Dead,64.6,0.57,https://www.tryinterlock.com/,AI
2026-04-22,CodeParrot AI,codeparrot.ai,Likely Dead,48.0,0.71,https://codeparrot.ai/,Design AI
2026-04-22,Magicflow 𐂂,magicflow.ai,Likely Dead,21.8,0.57,https://magicflow.ai,AI
2026-04-22,Rubber Ducky Labs,rubberduckylabs.io,Likely Dead,40.0,0.57,https://www.rubberduckylabs.io/,AI
2026-04-22,Lynx,uselynx.ai,Likely Dead,39.1,0.57,https://uselynx.ai,AI
2026-04-22,Layup,layuplabs.ai,Likely Dead,46.0,0.71,http://www.layuplabs.ai,AI
2026-04-22,Fathom,fathom,Watchlist,51.4,0.29,,AI
